Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"CG Tichagwa","Land degradation in Mhondoro (Zimbabwe): an environmental assessment of communal land uses and resource management practice",2002,"","scholar.sun.ac.za","https://scholar.sun.ac.za/handle/10019.1/52911","",442,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,1,23,"… involving remote sensing and detailed ground transect … collection, logging, and clearing for agriculture. High latitude … causes forest die-backs, interferes with soil biology and soil …","https://scholar.sun.ac.za/bitstream/10019.1/52911/1/tichagwa_land_2002.pdf","https://scholar.google.com/scholar?q=related:o1p0aCbEYzQJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
310,"K Otsuka, FM Place","Land tenure and natural resource management: A comparative study of agrarian communities in Asia and Africa",2001,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=T_ZGAwAAQBAJ&oi=fnd&pg=PP1&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=yk54Qdg856&sig=2x-9XIu8_c1PirN5UIZKmbMVY9Q","https://scholar.google.com/scholar?cites=17747428136191947356&as_sdt=2005&sciodt=0,5&hl=en",444,"2025-02-25 15:34:16","BOOK","","","",,,,,310,12.92,155,2,24,"… soil bases and depleted supplies of fuelwood and other tree products. The conversion and degradation of forests and … integrating information from remote sensing and surveys is unique. …","https://books.google.com/books?hl=en&lr=&id=T_ZGAwAAQBAJ&oi=fnd&pg=PP1&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=yk54Qdg856&sig=2x-9XIu8_c1PirN5UIZKmbMVY9Q","https://scholar.google.com/scholar?q=related:XHJ-JtyHS_YJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
2,"NJ Musgrove","Land use and vegetation change on the Long Mynd",2009,"","wlv.openrepository.com","https://wlv.openrepository.com/handle/2436/84479","https://scholar.google.com/scholar?cites=5662544742632748333&as_sdt=2005&sciodt=0,5&hl=en",738,"2025-02-25 15:34:16","","","","",,,,,2,0.13,2,1,16,"… woodland encroachment as well as to forestry. Its vegetation is … Cutting in June also ensures that the above ground biomass … the soil or produced ruts in the ground surface. Where these …","https://wlv.openrepository.com/bitstream/handle/2436/84479/Musgrove_PhD%20thesis.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:LXVhJXFmlU4J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
830,"DR Foster","Land-use history (1730-1990) and vegetation dynamics in central New England, USA",1992,"Journal of ecology","JSTOR","https://www.jstor.org/stable/2260864","https://scholar.google.com/scholar?cites=8875966793209531455&as_sdt=2005&sciodt=0,5&hl=en",96,"2025-02-25 15:34:16","","","","",,,,,830,25.15,830,1,33,"… , forest age, cutting history and timing of site abandonment) and site factors (slope position and soil … in the importance of Pinus strobus due to logging and the 1938 hurricane, a gradual …","https://www.jstor.org/stable/pdf/2260864.pdf","https://scholar.google.com/scholar?q=related:P8xqg8XELXsJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
214,"P Angelstam","Landscape analysis as a tool for the scientific management of biodiversity",1997,"Ecological bulletins","JSTOR","https://www.jstor.org/stable/20113213","https://scholar.google.com/scholar?cites=5969963144715231000&as_sdt=2005&sciodt=0,5&hl=en",85,"2025-02-25 15:34:16","","","","",,,,,214,7.64,214,1,28,"… from indicator species to remote sensing of differ ent properties of a … more productive soils, and managed coniferous forest on the … the scale of a tree or a log in a small forest stand, 2) the …","https://www.jstor.org/stable/pdf/20113213.pdf","https://scholar.google.com/scholar?q=related:GN_sktmR2VIJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
32,"RA Zampella, RG Lathrop","Landscape changes in Atlantic white cedar (Chamaecyparis thyoides) wetlands of the New Jersey Pinelands",1997,"Landscape Ecology","Springer","https://link.springer.com/article/10.1023/A:1007926903023","https://scholar.google.com/scholar?cites=319355748386279266&as_sdt=2005&sciodt=0,5&hl=en",394,"2025-02-25 15:34:16","","10.1023/A:1007926903023","","",,,,,32,1.14,16,2,28,"… at the Rutgers University Center for Remote Sensing and … emergent cover compared to forest cover suggests a transition … Community dynamics of small mammals in mature and logged …","https://link.springer.com/content/pdf/10.1023/A:1007926903023.pdf","https://scholar.google.com/scholar?q=related:Yg-Lc1yUbgQJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
193,"DL Bartos¹","Landscape dynamics of aspen and conifer forests",2001,"… Landscapes: Symposium Proceedings: June 13-15 …","books.google.com","https://books.google.com/books?hl=en&lr=&id=J1ccY76kUkIC&oi=fnd&pg=PA5&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=iqj9Ad3TbF&sig=XDqXx5z2nIAQREk_H7HegNljrJA","https://scholar.google.com/scholar?cites=5242428156469033325&as_sdt=2005&sciodt=0,5&hl=en",170,"2025-02-25 15:34:16","HTML","","","",,,,,193,8.04,193,1,24,"… using remote sensing … forest types and soil groups across the United States and Canada. The objective of the Lake States studies is to monitor changes in soil properties following forest …","https://books.google.com/books?hl=en&lr=&id=J1ccY76kUkIC&oi=fnd&pg=PA5&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=iqj9Ad3TbF&sig=XDqXx5z2nIAQREk_H7HegNljrJA","https://scholar.google.com/scholar?q=related:bbnX-qHYwEgJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
9,"D Lawrence","Landscape structure, soil fertility, and tree diversity during 200 years of shifting cultivation in West Kalimantan, Indonesia",1998,"","search.proquest.com","https://search.proquest.com/openview/7b26ce1b4b14942eff1266ff8283ed52/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=11176866053603677127&as_sdt=2005&sciodt=0,5&hl=en",380,"2025-02-25 15:34:16","BOOK","","","",,,,,9,0.33,9,1,27,"… to plantation forestry in lieu of waiting for a second cut under the selective logging system. … them with the benefits of primary forest or selectively logged forest (eg locally useful and …","","https://scholar.google.com/scholar?q=related:x1MrS3U0HJsJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
84,"A Goudie, H Viles","Landscapes and geomorphology: a very short introduction",2010,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=Oc0UDAAAQBAJ&oi=fnd&pg=PP10&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=QHMCN6XKu0&sig=RFNsZc5TwBIAiIyQH01bm80hcms","https://scholar.google.com/scholar?cites=15092495944049753406&as_sdt=2005&sciodt=0,5&hl=en",402,"2025-02-25 15:34:16","BOOK","","","",,,,,84,5.60,42,2,15,"… , as well as the soils which blanket the landscape. Both relief and … landforms is to plot them on a log:log plot. Such graphs have … Remote sensing is also not just about images, as there is …","","https://scholar.google.com/scholar?q=related:Pv0b_xhRc9EJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
3,"A Goudie","Landscapes of the anthropocene with Google Earth",2023,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=QCLoEAAAQBAJ&oi=fnd&pg=PR6&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=oMcLownwvL&sig=LZfUvyoN4JDmsj3pcqNij-9hwfs","https://scholar.google.com/scholar?cites=15474098844080318205&as_sdt=2005&sciodt=0,5&hl=en",626,"2025-02-25 15:34:16","BOOK","","","",,,,,3,1.50,3,1,2,"… after most forests in arable regions had been cut for agriculture, most … include ground subsidence and soil salinisation. … On the other hand, at a global scale, remote sensing data …","","https://scholar.google.com/scholar?q=related:_aaw1OkKv9YJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
2,"S WALLACE, PBYA WEBB","LASTOF THE",2007,"national geographic","scottwallace.com","https://scottwallace.com/PDF/Jan07.pdf","https://scholar.google.com/scholar?cites=6545063950955796118&as_sdt=2005&sciodt=0,5&hl=en",227,"2025-02-25 15:34:16","PDF","","","",,,,,2,0.11,1,2,18,"… technology and remote sensing to alert them to the work of … the darkness of the forest along a two-rut road made by grileiros. … Undetected selective logging consumes additional forest. …","https://scottwallace.com/PDF/Jan07.pdf","https://scholar.google.com/scholar?q=related:llbvdPy81FoJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"WE Berguson, D Buchman, J Rack, T Gallagher…","Laurentian Bioenergy Project",2015,"","osti.gov","https://www.osti.gov/biblio/1240282","",286,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,5,10,"… forest land managers from the public and private sectors, wood-using industry representatives, environmental groups, academia and the logging … Results show that remote sensing …","https://www.osti.gov/servlets/purl/1240282","https://scholar.google.com/scholar?q=related:qh2N1oJPBpwJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
1,"E Berg","Leaf it to the professionals: Branching out to restore deciduous forests in southern Norway.",2023,"","ntnuopen.ntnu.no","https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/3119759","https://scholar.google.com/scholar?cites=5790856751850778880&as_sdt=2005&sciodt=0,5&hl=en",353,"2025-02-25 15:34:16","","","","",,,,,1,0.50,1,1,2,"… of the forests having at one time or another been cut down. Thus, … logging in form of dimensional logging. Dimensional … The assessment of forest ground composition was conducted …","https://ntnuopen.ntnu.no/ntnu-xmlui/bitstream/handle/11250/3119759/no.ntnu:inspera:156048334:100093908.pdf?sequence=1","https://scholar.google.com/scholar?q=related:APE814hBXVAJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
26,"JJ Yebes, D Montero, I Arriola","Learning to automatically catch potholes in worldwide road scene images",2020,"IEEE Intelligent Transportation …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9006937/","https://scholar.google.com/scholar?cites=17277924925803660252&as_sdt=2005&sciodt=0,5&hl=en",661,"2025-02-25 15:34:16","","","","",,,,,26,5.20,9,3,5,"… Besides, they combined the approach with normalized graph-cut segmentation to locate … ti are the coordinates of the candidate region, ti ) is the ground-truth box, Lcls is the log loss …","https://arxiv.org/pdf/2105.07986","https://scholar.google.com/scholar?q=related:3ANlei2Fx-8J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
6,"M Georges-Leroy, J Bock, E Dambrine…","Lidar helps to decipher land-use history in Lorrain, France",2013,"Proceedings of the XVI …","academia.edu","https://www.academia.edu/download/34715258/uispp03_12Leroyetal..pdf","https://scholar.google.com/scholar?cites=3107463805194502205&as_sdt=2005&sciodt=0,5&hl=en",317,"2025-02-25 15:34:16","PDF","","","",,,,,6,0.50,2,4,12,"… and mounds, windrows, logging paths, etc.) … remote sensing of LiDAR approaches may become helpful in explaining why these arable land areas in the Antique period returned to forest …","https://www.academia.edu/download/34715258/uispp03_12Leroyetal..pdf","https://scholar.google.com/scholar?q=related:PYAA5d3tHysJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"R Hibiya","LiDAR-based accessibility mapping of forest operation machines in steep terrain",2022,"","erepo.uef.fi","https://erepo.uef.fi/bitstream/handle/123456789/27009/urn_nbn_fi_uef-20220139.pdf?sequence=1","",117,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,1,3,"… remarks on logging operation with use of forestry machines can … an airborne optical remote-sensing technique, although ground-… inventory based on the state-of-the-art remote …","https://erepo.uef.fi/bitstream/handle/123456789/27009/urn_nbn_fi_uef-20220139.pdf?sequence=1","https://scholar.google.com/scholar?q=related:7_-XDAI2VUQJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
2,"JS Clark","Life history trade-offs: the effects of habitat selection on Columbian black-tailed deer survival in Oregon",2022,"","ir.library.oregonstate.edu","https://ir.library.oregonstate.edu/concern/graduate_thesis_or_dissertations/6d570431b","https://scholar.google.com/scholar?cites=7773939365707811661&as_sdt=2005&sciodt=0,5&hl=en",832,"2025-02-25 15:34:16","","","","",,,,,2,0.67,2,1,3,"… canopy cover, distance to road and forest edge, and land cover patch … riparian areas and mature coniferous forest stands. At the … Creating landscape patterns by forest cutting: Ecological …","https://ir.library.oregonstate.edu/downloads/0k225k311","https://scholar.google.com/scholar?q=related:TYtwPqqU4msJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
22,"MC Sanger","Life in the round: Shell rings of the Georgia Bight",2015,"","search.proquest.com","https://search.proquest.com/openview/6ce300c5bf916ef2da63fbfd8b0b86fa/1?pq-origsite=gscholar&cbl=18750","https://scholar.google.com/scholar?cites=9586551218208363014&as_sdt=2005&sciodt=0,5&hl=en",908,"2025-02-25 15:34:16","BOOK","","","",,,,,22,2.20,22,1,10,"… I suggest that recent research has begun to nd a middle ground, however, as … the village with the majority of the year living in forest camps and eld houses. Many Batak families moved …","","https://scholar.google.com/scholar?q=related:BtJljopFCoUJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"L REMM","LIINA REMM",,"Citeseer","","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=5f1d0bffea240a349156ff027cffc104aea1b29d","",410,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,1,,"… -cutting on the area of wheel rut puddles. As the area of water bodies was dependent on soil … hepatic biota in swamp forests: higher tree species diversity and volume of logs. For brown …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=5f1d0bffea240a349156ff027cffc104aea1b29d","https://scholar.google.com/scholar?q=related:nhh1op959_gJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
1,"RK Bhattacharya, ND Chatterjee, K Das","Linkages between gully erosion susceptibility and hydrological connectivity in Tropical sub-humid river basin: Application of Machine learning algorithm and …",2024,"Catena","Elsevier","https://www.sciencedirect.com/science/article/pii/S0341816224003837","https://scholar.google.com/scholar?cites=4579812142502524329&as_sdt=2005&sciodt=0,5&hl=en",491,"2025-02-25 15:34:16","","","","",,,,,1,1.00,0,3,1,"… and laterite followed by rainfall erosivity, degraded forest, single crop, and elevation to GES. … ) IC = log 10 D up D dn D up component includes topographic factors and soil anti-erosion …","https://scholar.google.com/scholar?output=instlink&q=info:qTXi8-DCjj8J:scholar.google.com/&hl=en&as_sdt=0,5&scillfp=16197556135502836487&oi=lle","https://scholar.google.com/scholar?q=related:qTXi8-DCjj8J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"MW Tuomi","LINKING COMMUNITY DYNAMICS WITH ECOSYSTEM PROCESSES IN TUNDRA",,"core.ac.uk","","https://core.ac.uk/download/pdf/289290606.pdf","",577,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,1,,"… papers on trampling effects on tundra soil structure, biota, … areas between the boreal forests and the Arctic Ocean, and … Furthermore, I used the logarithm of an evergreen dwarf shrub: …","https://core.ac.uk/download/pdf/289290606.pdf","https://scholar.google.com/scholar?q=related:wk_lgFA9SzYJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
2,"EC Palm","Linking Habitat, Populations and Policy for Caribou in the Face of Increasing Disturbance",2021,"","search.proquest.com","https://search.proquest.com/openview/a5ba1e35ded39671af520e9259fab4ae/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=8804976350181260836&as_sdt=2005&sciodt=0,5&hl=en",488,"2025-02-25 15:34:16","BOOK","","","",,,,,2,0.50,2,1,4,"… time to share his expertise on vegetation sampling, remote sensing, and drones with me. … Values are log odds of selection relative to unburned evergreen forest, the reference land cover …","https://scholarworks.umt.edu/cgi/viewcontent.cgi?article=12854&context=etd","https://scholar.google.com/scholar?q=related:JP5E-FaPMXoJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
53,"JW Bubnicki, M Churski, K Schmidt, TA Diserens…","Linking spatial patterns of terrestrial herbivore community structure to trophic interactions",2019,"Elife","elifesciences.org","https://elifesciences.org/articles/44937","https://scholar.google.com/scholar?cites=6080337444694632070&as_sdt=2005&sciodt=0,5&hl=en",231,"2025-02-25 15:34:16","HTML","","","",,,,,53,8.83,11,5,6,"… -preserved European lowland forest. Their method involved … forest using cameras set at nearly 900 locations, satellite images and other remote sensing technologies, and on-the-ground …","https://elifesciences.org/articles/44937","https://scholar.google.com/scholar?q=related:hqaH4bCyYVQJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"JY Ferguson","Location and Design of Recreational Hiking Trails: Application of GIS Technology",1998,"","vtechworks.lib.vt.edu","https://vtechworks.lib.vt.edu/items/d9bee590-8e37-4697-89d0-9c1f8dbf7175","",530,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,1,27,"… ranked highest by an expert forest road designer. … The importance of good soil properties most manifests itself in a soil’s … while hikers are provided a split log bridge to cross. At stream …","https://vtechworks.lib.vt.edu/bitstreams/79a4ef04-f4eb-44dd-8e2d-39360c2cf7d5/download","https://scholar.google.com/scholar?q=related:BFxodpTo25UJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"D DeArmond, AJN Lima, N Higuchi","Logging Machinery Traffic Has Greatest Influence on Soil Chemical Properties in the Amazonian Rainy Season",2024,"Forest Science","academic.oup.com","https://academic.oup.com/forestscience/article-abstract/70/2/179/7604471","",144,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,3,1,"… In the forests of Amazonia each year, previously unentered stands are logged, which usually results in some degree of soil compaction. Consequently, the soil chemical properties in …","","https://scholar.google.com/scholar?q=related:92LAk8SRU-YJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
5,"A Udali, L Garollo, E Lingua, R Cavalli…","Logging Residue Assessment in Salvage Logging Areas: a Case Study in the North-Eastern Italian Alps",2023,"… -east European forestry …","hrcak.srce.hr","https://hrcak.srce.hr/306054","https://scholar.google.com/scholar?cites=3282083616768993508&as_sdt=2005&sciodt=0,5&hl=en",63,"2025-02-25 15:34:16","","","","",,,,,5,2.50,1,5,2,"… of logging residues following salvage operations categorized by two wood harvesting systems: Cut-To… Due to the large variability in forest soils, for each site, soil samples were collected …","https://hrcak.srce.hr/file/441663","https://scholar.google.com/scholar?q=related:5CilBKlNjC0J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
7,"O Abdi, J Uusitalo, VP Kivinen","Logging trail segmentation via a novel U-Net convolutional neural network and high-density laser scanning data",2022,"Remote Sensing","mdpi.com","https://www.mdpi.com/2072-4292/14/2/349","https://scholar.google.com/scholar?cites=2651216678715229729&as_sdt=2005&sciodt=0,5&hl=en",23,"2025-02-25 15:34:16","HTML","","","",,,,,7,2.33,2,3,3,"… However, cutting-edge deep-learning based approaches … to the extensive ground-truth samplings of the logging trails to … U-Net for detecting logging trails in forests that use harvesters or …","https://www.mdpi.com/2072-4292/14/2/349","https://scholar.google.com/scholar?q=related:IYZpxYUDyyQJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"O Abdi, J Uusitalo, VP Kivinen","Logging Trail Segmentation via a Novel U-Net Convolutional Neural Network and High-Density Laser Scanning Data. Remote Sens. 2022, 14, 349",2022,"","helda.helsinki.fi","https://helda.helsinki.fi/bitstreams/3b8019a2-6ee4-453f-8c62-49796acf6499/download","",69,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,3,3,"… of logging trails using remote-sensing data. However, … to the extensive ground-truth samplings of the logging trails to … of U-Net for detecting logging trails in forests that use harvesters or …","https://helda.helsinki.fi/bitstreams/3b8019a2-6ee4-453f-8c62-49796acf6499/download","https://scholar.google.com/scholar?q=related:280I-ARUDhsJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"MR Pace","Low-Impact Infrastructure: Development and Design Potential for Surface Application Alternatives for Subsurface Infrastructure in Yellowstone National Park's Upper …",2014,"","digitalcommons.usu.edu","https://digitalcommons.usu.edu/gradreports/405/","",987,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,1,11,"… national park using ASTER and AVIRIS remote sensing. Journal of Volcanology and … that high latitude forest will experience a shortening of the snow season, leaving the ground …","https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=1406&context=gradreports","https://scholar.google.com/scholar?q=related:Ziqccm3LJzMJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"B SUSANTONO, SH LEE, SI PARK, J PARK, GF LIN…","M. IRSYAM, W. SENGARA, F. ALDIAMAR, S. WIDIYANTORO, W. TRIYOSO, D. HILMAN, E. KERTAPATI, I. MEILANO, SUHARDJONO, M. ASRURIFAK, and M.",,"repository.unand.ac.id","","http://repository.unand.ac.id/22944/7/22.%20CECAR%202013_opt.pdf","",849,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,6,,"… Integrated forest management by not doing illegal logging or reducing the conversion of forest lands, and protecting and conserving vegetation in accordance with the carrying capacity …","http://repository.unand.ac.id/22944/7/22.%20CECAR%202013_opt.pdf","https://scholar.google.com/scholar?q=related:1leFPNcdp6kJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
