DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.1111/j.1365-2389.2008.01094.x,,,Topographic modelling of soil moisture conditions: a comparison and verification of two models,"Summary
Topography, as captured by a digital elevation model (DEM), can be used to model soil moisture conditions because water tends to flow and accumulate in response to gradients in gravitational potential energy. A widely used topographic index, the soil wetness index (SWI), was compared with a new algorithm that produces a cartographic depth-to-water (DTW) index based on distance to surface water and slope. Both models reflect the tendency for soil to be saturated. A 1m resolution Light Detection and Ranging (LiDAR) DEM and a 10m conventional photogrammetric DEM were used and results were compared with field-mapped wet soil areas for a 193ha watershed in Alberta, Canada, for verification. The DTW model was closer to field-mapped conditions. Values of Kmatch90 (areal correspondence, smaller values indicating better performance) were 7.8% and 12.3% for the LiDAR and conventional DEM DTW models, respectively, and 88.5% and 86.7% for the SWI models. The two indices were poorly correlated spatially. Both DEMs were found to be useful for modelling soil moisture conditions using the DTW model, but the LiDAR DEM produced the better results. All major wet areas and flow connectivity were reproduced and a threshold value of 1.5m DTW accounted for 71% of the observed wet areas. The poor performance of the SWI model is probably because of its over-dependence on flow accumulation. Incorporation of a flow accumulation algorithm that replicates the effects of dispersed flow showed some improvement in the SWI model for the conventional DEM but it still failed to replicate the full areal extent of wet areas. Local downslope topography and hydrologic conditions seemed to be more important in determining soil moisture conditions than is taken account of by the SWI. The DTW model has potential for application in distributed hydrologic modelling, precision forestry and agriculture and implementation of environmental soil management practices.","Paul Murphy,Paul N.C. Murphy,Jae Ogilvie,Jae Ogilvie,Paul A. Arp,Paul A. Arp",European Journal of Soil Science,2009
10.1890/10-0255.1,21563578,,Burn severity influences postfire CO2 exchange in arctic tundra.,"Burned landscapes present several challenges to quantifying landscape carbon balance. Fire scars are composed of a mosaic of patches that differ in burn severity, which may influence postfire carbon budgets through damage to vegetation and carbon stocks. We deployed three eddy covariance towers along a burn severity gradient (i.e., severely burned, moderately burned, and unburned tundra) to monitor postfire net ecosystem exchange of CO2 (NEE) within the large 2007 Anaktuvuk River fire scar in Alaska, USA, during the summer of 2008. Remote sensing data from the MODerate resolution Imaging Spectroradiometer (MODIS) was used to assess the spatial representativeness of the tower sites and parameterize a NEE model that was used to scale tower measurements to the landscape. The tower sites had similar vegetation and reflectance properties prior to the Anaktuvuk River fire and represented the range of surface conditions observed within the fire scar during the 2008 summer. Burn severity influenced a variety of s...","A. V. Rocha,Adrian V. Rocha,Gaius R. Shaver,Gaius R. Shaver",Ecological Applications,2011
,,,"Soil cone index in relation to soil texture, moisture content, and bulk density for no-tillage and conventional tillage","Soil cone index (CI) is a widely used soil mechanical property to assess soil strength in tillage research. In this study, literature data relating CI to tillage practices   are   compiled into two datasets, one for no-tillage and the other for conventional tillage. Each dataset   is   analyzed to examine how CI varies with soil depth, textural parameters, bulk density, and moisture content. The results showed that for both no-tillage and conventional tillage, values of CI decrease with the increase in clay fraction, and increase with the increase in sand and silt fractions of soil. Similarly,   higher bulk density and greater soil depth result in higher   CI value, while higher moisture content reduces CI.       Based on the literature data, regression equations were obtained to estimate CI under no-tillage and conventional tillage systems. In those regression equations, values of CI were linear functions of the other soil variables such as soil textural parameters and moisture content. Those regression equations were validated with field data collected from different sites in Manitoba, Canada.   Over half of the results from the regression equations had good agreement with the field measurements, indicated by their relative errors of 20% or lower; however, greater discrepancies were noticed in some cases.                Keywords   :   Tillage, soil, cone index, bulk density, moisture content, soil texture, regression","Arun Kumar,Arun Kumar,Ying Chen,Ying Chen,Mohammad A. Sadek,Mohammad A. Sadek,Shafiqur Rahman,Shafiqur Rahman",Agricultural Engineering International: The CIGR Journal,2012
10.2737/rmrs-gtr-132,,,Postfire mortality of ponderosa pine and Douglas-fir: a review of methods to predict tree death,,"James F. Fowler,James F. Fowler,Carolyn Hull Sieg,Carolyn Hull Sieg",,2004
10.1109/36.239898,,,Geometric and radiometric correction of TM data of mountainous forested areas,"Methodologies to improve Landsat TM (Thematic Mapper) forest classifications of alpine regions through the removal of some radiometric and geometric distortions are tested. Besides correcting for sensor and system induced errors, geometric errors are corrected using a digital elevation model. Then scene-related effects such as differences in illumination as well as the height dependent atmospheric influence and adjacency effects are corrected. The improvement of the accuracy of a forest classification is demonstrated by comparison with ground truth data. >","K.I. Itten,K. I. Itten,P. Meyer,P. Meyer",IEEE Transactions on Geoscience and Remote Sensing,1993
10.1016/j.foreco.2009.08.017,,,A predictive model of burn severity based on 20-year satellite-inferred burn severity data in a large southwestern US wilderness area,,"Zachary A. Holden,Zachary A. Holden,Penelope Morgan,Penelope Morgan,Jeffrey S. Evans,Jeffrey S. Evans",Forest Ecology and Management,2009
10.1016/j.foreco.2005.01.034,,,Basic principles of forest fuel reduction treatments,,"James K. Agee,James K. Agee,Carl N. Skinner,Carl N. Skinner",Forest Ecology and Management,2005
10.1080/01431168808954942,,,Algorithm for automatic atmospheric corrections to visible and near-IR satellite imagery,"Abstract An algorithm is developed for automatic atmospheric correction of satellite imagery of the Earth's surface. The algorithm is based solely on the satellite image being corrected and on climatology of the area. It is applicable to low resolution (1 km field of view) and high resolution (10-80m field of view) imagery of land areas for the solar spectrum. The algorithm requires that some pixels in the image will correspond to dense dark vegetation as the surface cover. Once the presence of such pixels is established, the algorithm automatically chooses these pixels, derives the atmospheric optical thickness (a measure of the amount of haze) and corrects the image. The algorithm is sensitive to the assumed reflectance of the dense dark vegetation. As a result, the accuracy of the corrected surface reflectance (p) is expected to be δp-±0.01. It is not very sensitive to the assumed aerosol characteristics, the accuracy of satellite calibration or the knowledge of the exact fraction of the image covered ...","Yoram J. Kaufman,Yoram J. Kaufman,Claudia Sendra,Claudia Sendra",International Journal of Remote Sensing,1988
10.1111/j.1477-9730.2011.00641.x,,,Photogrammetric processing of low‐altitude images acquired by unpiloted aerial vehicles,"Low-altitude images acquired by unpiloted aerial vehicles have the advantages of high overlap, multiple viewing angles and very high ground resolution. These kinds of images can be used in various applications that need high accuracy or fine texture. A novel approach is proposed for parallel processing of low-altitude images acquired by unpiloted aerial vehicles, which can automatically fly according to predefined flight routes under the control of an autopilot system. The general overlap and relative rotation angles between two adjacent images are estimated by overall matching with an improved scale-invariant feature transform (SIFT) operator. Precise conjugate points and relative orientation parameters are determined by a pyramid-based least squares image matching strategy and the relative orientation process. Bundle adjustment is performed with automatically matched conjugate points and interactively measured ground control points. After this aerial triangulation process the high-resolution images can be used to advantage in obtaining precise spatial information products such as digital surface models, digital orthophotomaps and 3D city models. A parallel processing strategy is introduced in this paper to improve the computational time of the photogrammetric process. Experimental results show that the proposed approaches are effective for processing low-altitude images, and have high potential for the acquisition of spatial information at large mapping scales, with rapid response and precise modelling in three dimensions.

Resume

Les images acquises a basse altitude par des vehicules aeriens sans pilote presentent plusieurs avantages: un recouvrement important, des angles de visee multiples et une tres haute resolution au sol. De telles images peuvent etre utilisees pour differentes applications necessitant une grande precision ou une texture fine. Une nouvelle approche est proposee pour le traitement parallele d’images acquises a basse altitude par des vehicules aeriens sans pilote, capables de voler en mode automatique selon des lignes de vol predefinies, sous le controle d’un systeme autopilote. Le taux moyen de recouvrement et les angles de rotation relative entre images adjacentes sont estimes par une correlation globale basee sur un operateur SIFT ameliore. Des points conjugues et les parametres d’orientation relative sont determines avec precision grâce a une strategie pyramidale d’appariement d’images par moindres carres et au processus d’orientation relative. La compensation par faisceaux est realisee au moyen de points de liaison apparies automatiquement et de points d’appui mesures de maniere interactive. Apres l’aerotriangulation, les images a haute resolution peuvent etre utilisees avantageusement pour obtenir des donnees spatialisees precises comme des modeles numeriques de surface (MNS), des orthophotoplans numeriques et des modeles urbains 3D. Une strategie de traitement parallele est introduite pour ameliorer la rapidite du processus photogrammetrique. Des resultats experimentaux montrent que l’approche proposee convient au traitement d’images acquises a basse altitude et presente un potentiel eleve pour l’acquisition d’informations spatiales a grande echelle et la modelisation precise en trois dimensions.

Zusammenfassung

Luftbilder, die von unbemannten Flugobjekten aus geringer Hohe aufgenommen werden, bieten hohe Uberlappungsraten, mehrfache Ansichten eines Objektes und eine sehr hohe Bodenauflosung. Fur die verschiedensten Anwendungen, die eine hohe Genauigkeit oder die Erfassung feiner Texturen erfordern, konnen diese Luftbilder verwendet werden. Zur Auswertung der Aufnahmen der unbemannten Flugzeuge wird ein Vorschlag zur Parallelprozessierung prasentiert. Die unbemannten Flugobjekte fliegen vordefinierte Flugrouten mit Hilfe eines Autopiloten ab. Die Uberlappung und die relativen Orientierungswinkel zweier aufeinanderfolgender Aufnahmen werden durch Bildzuordnung auf der Basis eines verbesserten Scale Invariant Feature Transform (SIFT) Operators bestimmt. Eine Kleinste Quadrate Zuordnung und eine relative Orientierung dienen zur Bestimmung homologer Punkte und der relativen Orientierungswinkel. Die Bundelausgleichung stutzt sich auf automatisch zugeordnete homologe Punkte und manuell gemessene Passpunkte. Die Ergebnisse dieser Aerotriangulation dienen als Grundlage fur die Ableitung digitaler Oberflachenmodelle, digitaler Orthophotokarten und 3D Stadtmodellen. Durch die parallele Prozessierung soll die Effizienz des photogrammetrischen Prozesses gesteigert werden. Die experimentellen Untersuchungen bestatigen, dass die vorgeschlagenen Ansatze in der Lage sind, derartige Aufnahmen zu prozessieren und generell ein groses Potential besitzen, Rauminformation fur grosmasstabige Karten schnell und genau dreidimensional zu erfassen.

Resumen

Las imagenes aereas tomadas a baja altura por vehiculos aereos no tripulados ofrecen multiples ventajas como el elevado solape, multiples angulos de toma y una resolucion en el terreno muy alta. Este tipo de imagenes puede utilizarse en aquellas aplicaciones que exijan una elevada precision o una textura fina. Se ha desarrollado un nuevo procedimiento para el procesado paralelo de imagenes tomadas por estos vehiculos, que pueden volar automaticamente siguiendo rutas predefinidas controlados por un sistema de navegacion automatico. Los angulos de solape global y de rotacion relativa entre dos imagenes adyacentes se estiman por correspondencia global con un operador SIFT mejorado. Los puntos homologos y los parametros de orientacion relativa se determinan con precision mediante una estrategia de correspondencia de imagenes basada en una piramide de minimos cuadrados y el proceso de orientacion relativa. El ajuste por haces se basa en puntos homologos obtenidos automaticamente y en puntos de apoyo terrestre medidos interactivamente. Tras este proceso de triangulacion aerea las imagenes de alta resolucion pueden utilizarse para la obtencion de productos cartograficos precisos tales como modelos digitales de superficie, ortofotomapas digitales y modelos urbanos tridimensionales. Se presenta una estrategia de proceso paralelo con el objetivo de mejorar la eficiencia del proceso fotogrametrico. Los resultados experimentales indican que los metodos propuestos son efectivos para procesar imagenes tomadas a baja altura, lo que permite mejorar la obtencion de informacion espacial a escalas grandes, una rapida respuesta y un modelado tridimensional preciso.","Yongjun Zhang,Yongjun Zhang,Jinghua Xiong,Jinxin Xiong,Lijuan Hao,Lijuan Hao",Photogrammetric Record,2011
10.1016/s1161-0301(00)00056-3,,,"Relationships between soil structure, root distribution and water uptake of chickpea (Cicer arietinum L.). Plant growth and water distribution",,"A. Pardo,A. Pardo,Mariana Amato,Mariana Amato,F. Quaglietta Chiarandà,Fabrizio Quaglietta Chiarandà,Fabrizio Quaglietta Chiarandà",European Journal of Agronomy,2000
10.1016/s0034-4257(01)00296-6,,,A comparison of methods for monitoring multitemporal vegetation change using Thematic Mapper imagery,,"John Rogan,John Rogan,John Rogan,John Rogan,Janet Franklin,Janet Franklin,Dar A. Roberts,Dar A. Roberts",Remote Sensing of Environment,2002
10.14358/pers.76.6.673,,,A pixel based regeneration index using time series similarity and spatial context,"Although the regeneration index based on control plots provides a valuable tool to quantify fire impact and subsequent vegetation regrowth, the practical implementation at large scale levels remains limited due to the need for detailed reference maps. The objective of this research therefore was the development of an image-based selection approach for control pixels based on time series similarity (TSS). The TSS approach allows the computation of a perpixel regeneration index on regional to global scale without the need for reference maps. Evaluation of the control plot selection approaches based on un-burnt focal pixels confirmed the validity of the TSS approach and showed optimal results for the TSSRMSD approach with and due to beneficial averaging effects and minimal window size effects. As such, the effects of spatial heterogeneity and noise are minimized and a preliminary quality indicator can be derived","Stef Lhermitte,Stef Lhermitte,Stefaan Lhermitte,Jan Verbesselt,Jan Verbesselt,Willem Verstraeten,Willem Verstraeten,Pol Coppin,Pol Coppin",Photogrammetric Engineering and Remote Sensing,2010
10.1016/j.foreco.2012.11.007,,,Restoring forest resilience: From reference spatial patterns to silvicultural prescriptions and monitoring,,"Derek J. Churchill,Derek J. Churchill,Andrew J. Larson,Andrew J. Larson,Matthew C. Dahlgreen,Matthew C. Dahlgreen,Jerry F. Franklin,Jerry F. Franklin,Paul F. Hessburg,Paul F. Hessburg,James A. Lutz,James A. Lutz",Forest Ecology and Management,2013
10.21829/abm100.2012.40,,,"Vegetación de la Sierra Madre Occidental, México: una síntesis","The Sierra Madre Occidental (SMO) is the largest mountain range in Mexico, extending along more than 1200 km from northeastern Sonora (30°35' N) ca at the US-Mexico border to northern Jalisco (21°00' N) on western Mexico. It includes part of the states of Sonora, Chihuahua, Durango, Zacatecas, as well as small areas of Sinaloa, Nayarit, Jalisco, and Aguascalientes. Of major ecological and economical importance, with a high biological and cultural diversity, this cordilleran complex is not yet well known. For this area, information about the different vegetation types, their elevational ranges, and the climates influencing them, is presented, as is a map showing the geographical distribution of the vegetation types. The area encompasses a confluence of Madrean, Xerophytic Madrean, and Tropical ecosystems. The Madrean region, with temperate and semi-cold climates, includes five vegetation types: pine forest, mixed-conifer forest, pine-oak forest, oak forest and temperate mesophytic forest, as well as communities of primary and secondary chaparral and montane meadow vegetation. The Xerophytic Madrean region, at foothills and eastern branches of the cordillera, has temperate or semi-cold dry climates and a vegetation of oak or pine-oak woodland and evergreen Juniper  scrub, with transitions toward the grassland and xerophytic scrub areas of the Mexican high plateau or even to the subtropical scrub at the southern area of the Madrean Archipelago subregion. The Tropical region, entering the SMO through the deep canyons on the western flanks, has warm, semi-warm, and dry-warm climates and a prevalence of tropical deciduous forest and subtropical scrub, with small areas of tropical semideciduous forest. The high species richness of this range can be exemplified with the three physiognomically dominant genera: 24 species of  Pinus  (46% of the Mexican total), 54 species of  Quercus  (34%), and 7 species of  Arbutus  (100%).","M. Socorro González‐Elizondo,M. Socorro González-Elizondo,Martha González-Elizondo,Jorge A. Tena-Flores,Jorge A. Tena-Flores,Lizeth Ruacho-González,Lizeth Ruacho-González,Irma Lorena López-Enríquez,I. Lorena López-Enríquez",Acta Botanica Mexicana,2012
10.1109/tgrs.2003.818464,,,Revised Landsat-5 TM radiometric calibration procedures and postcalibration dynamic ranges,"Effective May 5, 2003, Landsat-5 (L5) Thematic Mapper (TM) data processed and distributed by the U.S. Geological Survey (USGS) Earth Resources Observation System (EROS) Data Center (EDC) will be radiometrically calibrated using a new procedure and revised calibration parameters. This change will improve absolute calibration accuracy, consistency over time, and consistency with Landsat-7 (L7) Enhanced Thematic Mapper Plus (ETM+) data. Users will need to use new parameters to convert the calibrated data products to radiance. The new procedure for the reflective bands (1-5,7) is based on a lifetime radiometric calibration curve for the instrument derived from the instrument's internal calibrator, cross-calibration with the ETM+, and vicarious measurements. The thermal band will continue to be calibrated using the internal calibrator. Further updates to improve the relative detector-to-detector calibration and thermal band calibration are being investigated, as is the calibration of the Landsat-4 (L4) TM.","Gyanesh Chander,Gyanesh Chander,Brian L. Markham,Brian L. Markham,B. Markham",IEEE Transactions on Geoscience and Remote Sensing,2003
10.1007/s11263-015-0816-y,,,ImageNet Large Scale Visual Recognition Challenge,"The ImageNet Large Scale Visual Recognition Challenge is a benchmark in object category classification and detection on hundreds of object categories and millions of images. The challenge has been run annually from 2010 to present, attracting participation from more than fifty institutions. This paper describes the creation of this benchmark dataset and the advances in object recognition that have been possible as a result. We discuss the challenges of collecting large-scale ground truth annotation, highlight key breakthroughs in categorical object recognition, provide a detailed analysis of the current state of the field of large-scale image classification and object detection, and compare the state-of-the-art computer vision accuracy with human accuracy. We conclude with lessons learned in the 5 years of the challenge, and propose future directions and improvements.","Olga Russakovsky,Olga Russakovsky,Jia Deng,Jia Deng,Hao Su,Hao Su,Jonathan Krause,Jonathan Krause,Sanjeev Satheesh,Sanjeev Satheesh,Siying Ma,Sean Ma,Zhiheng Huang,Zhiheng Huang,Andrej Karpathy,Andrej Karpathy,Aditya Khosla,Aditya Khosla,Michael S. Bernstein,Michael S. Bernstein,Alexander C. Berg,Alexander C. Berg,Feifei Li,Li Fei-Fei",International Journal of Computer Vision,2015
10.1111/j.1365-2486.2006.01255.x,,,Effects of wildfire and permafrost on soil organic matter and soil climate in interior Alaska,"The influence of discontinuous permafrost on ground-fuel storage, combustion losses, and postfire soil climates was examined after a wildfire near Delta Junction, AK in July 1999. At this site, we sampled soils from a four-way site comparison of burning (burned and unburned) and permafrost (permafrost and nonpermafrost). Soil organic layers (which comprise ground-fuel storage) were thicker in permafrost than nonpermafrost soils both in burned and unburned sites. While we expected fire severity to be greater in the drier site (without permafrost), combustion losses were not significantly different between the two burned sites. Overall, permafrost and burning had significant effects on physical soil variables. Most notably, unburned permafrost sites with the thickest organic mats consistently had the coldest temperatures and wettest mineral soil, while soils in the burned nonpermafrost sites were warmer and drier than the other soils. For every centimeter of organic mat thickness, temperature at 5cm depth was about 0.51C cooler during summer months. We propose that organic soil layers determine to a large extent the physical and thermal setting for variations in vegetation, decomposition, and carbon balance across these landscapes. In particular, the deep organic layers maintain the legacies of thermal and nutrient cycling governed by fire and revegetation. We further propose that the thermal influence of deep organic soil layers may be an underlying mechanism responsible for large regional patterns of burning and regrowth, detected in fractal analyses of burn frequency and area. Thus, fractal geometry can potentially be used to analyze changes in state of these fire prone systems.","Jennifer W. Harden,Jennifer W. Harden,Kristen L. Manies,Kristen L. Manies,M. R. Turetsky,Merritt R. Turetsky,Jason C. Neff,Jason C. Neff",Global Change Biology,2006
,,,Pattern recognition and neural networks,"From the Publisher:
Pattern recognition has long been studied in relation to many different (and mainly unrelated) applications, such as remote sensing, computer vision, space research, and medical imaging. In this book Professor Ripley brings together two crucial ideas in pattern recognition; statistical methods and machine learning via neural networks. Unifying principles are brought to the fore, and the author gives an overview of the state of the subject. Many examples are included to illustrate real problems in pattern recognition and how to overcome them.This is a self-contained account, ideal both as an introduction for non-specialists readers, and also as a handbook for the more expert reader.","B. D. Ripley,Brian D. Ripley,Nils Lid Hjort,Nils Lid Hjort,N. L. Hjort",,1996
10.1657/1938-4246-44.3.319,,,Is Alaska's Boreal Forest Now Crossing a Major Ecological Threshold?,"Abstract Many boreal forests grow in regions where climate is now warming rapidly. Changes in these vast, cold forests have the potential to affect global climate because they store huge amounts of carbon and because the relative abundances of their different tree species influence how much solar radiation reflects back to space. Both the carbon cycling and albedo of boreal forests are strongly affected by wildland fires, which in turn are closely controlled by summer climate. Here we use a forest disturbance model in both a retrospective and predictive manner to explore how the forests of Interior Alaska respond to changing climate. Results suggest that a widespread shift from coniferous to deciduous vegetation began around A.D. 1990 and will continue over the next several decades. This ecological regime shift is being driven by old, highly flammable spruce stands encountering a warmer climate conducive to larger and more frequent fires. Increased burning promotes the spread of early successional, decidu...","Daniel H. Mann,Daniel H. Mann,T. Scott Rupp,T. Scott Rupp,Mark A. Olson,Mark Olson,Paul Duffy,Paul A. Duffy","Arctic, Antarctic, and Alpine Research",2012
10.1007/bf01427149,,,Iterative point matching for registration of free-form curves and surfaces,"A heuristic method has been developed for registering two sets of 3-D curves obtained by using an edge-based stereo system, or two dense 3-D maps obtained by using a correlation-based stereo system. Geometric matching in general is a difficult unsolved problem in computer vision. Fortunately, in many practical applications, some a priori knowledge exists which considerably simplifies the problem. In visual navigation, for example, the motion between successive positions is usually approximately known. From this initial estimate, our algorithm computes observer motion with very good precision, which is required for environment modeling (e.g., building a Digital Elevation Map). Objects are represented by a set of 3-D points, which are considered as the samples of a surface. No constraint is imposed on the form of the objects. The proposed algorithm is based on iteratively matching points in one set to the closest points in the other. A statistical method based on the distance distribution is used to deal with outliers, occlusion, appearance and disappearance, which allows us to do subset-subset matching. A least-squares technique is used to estimate 3-D motion from the point correspondences, which reduces the average distance between points in the two sets. Both synthetic and real data have been used to test the algorithm, and the results show that it is efficient and robust, and yields an accurate motion estimate.","Zhengyou Zhang,Zhengyou Zhang",International Journal of Computer Vision,1994
10.1111/j.1541-0420.2005.00440.x,16542252,,Distance-based tests for homogeneity of multivariate dispersions.,"Summary The traditional likelihood-based test for differences in multivariate dispersions is known to be sensitive to nonnormality. It is also impossible to use when the number of variables exceeds the number of observations. Many biological and ecological data sets have many variables, are highly skewed, and are zero-inflated. The traditional test and even some more robust alternatives are also unreasonable in many contexts where measures of dispersion based on a non-Euclidean dissimilarity would be more appropriate. Distance-based tests of homogeneity of multivariate dispersions, which can be based on any dissimilarity measure of choice, are proposed here. They rely on the rotational invariance of either the multivariate centroid or the spatial median to obtain measures of spread using principal coordinate axes. The tests are straightforward multivariate extensions of Levene's test, with P-values obtained either using the traditional F-distribution or using permutation of either least-squares or LAD residuals. Examples illustrate the utility of the approach, including the analysis of stabilizing selection in sparrows, biodiversity of New Zealand fish assemblages, and the response of Indonesian reef corals to an El Nino. Monte Carlo simulations from the real data sets show that the distance-based tests are robust and powerful for relevant alternative hypotheses of real differences in spread.","Marti J. Anderson,Marti J. Anderson",Biometrics,2006
10.1007/s10533-005-5964-7,,,Succession-driven changes in soil respiration following fire in black spruce stands of interior Alaska,"Boreal forests are highly susceptible to wildfire, and post-fire changes in soil temperature and moisture have the potential to transform large areas of the landscape from a net sink to a net source of carbon (C). Understanding the ecological controls that regulate these disturbance effects is critical to developing models of ecosystem response to changes in fire frequency and severity. This paper combines laboratory and field measurements along a chronosequence of burned black spruce stands into regression analyses and models that assess relationships between moss succession, soil microclimate, decomposition, and C source-sink dynamics. Results indicate that post-fire changes in temperature and substrate quality increased decomposition in humic materials by a factor of 3.0 to 4.0 in the first 7 years after fire. Bryophyte species exhibited a distinct successional pattern in the first five decades after fire that corresponded to decreased soil temperature and increased C accumulation in organic soils. Potential rates of C exchange in mosses were greatest in early successional species and declined as the stand matured. Residual sources of CO2 (those not attributed to moss respiration or humic decomposition) increased as a function of stand age, reflecting increased contributions from roots as the stand recovered from disturbance. Together, the field measurements, laboratory experiments, and models provide strong evidence that interactions between moss and plant succession, soil temperature, and soil moisture largely regulate C source-sink dynamics from black spruce systems in the first century following fire disturbance.","Katherine O’Neill,Katherine P. O’Neill,Daniel Richter,Daniel Richter,Eric S. Kasischke,Eric S. Kasischke",Biogeochemistry,2006
10.1016/j.agrformet.2012.07.007,,,Effects of invasive insects and fire on forest energy exchange and evapotranspiration in the New Jersey pinelands,,"Kenneth L. Clark,Kenneth L. Clark,Nicholas S. Skowronski,Nicholas Skowronski,Michael R. Gallagher,Michael Gallagher,Heidi J. Renninger,Heidi J. Renninger,K. V. Schäfer,Karina V. R. Schäfer",Agricultural and Forest Meteorology,2012
10.1109/im.2001.924423,,,Efficient variants of the ICP algorithm,"The ICP (Iterative Closest Point) algorithm is widely used for geometric alignment of three-dimensional models when an initial estimate of the relative pose is known. Many variants of ICP have been proposed, affecting all phases of the algorithm from the selection and matching of points to the minimization strategy. We enumerate and classify many of these variants, and evaluate their effect on the speed with which the correct alignment is reached. In order to improve convergence for nearly-flat meshes with small features, such as inscribed surfaces, we introduce a new variant based on uniform sampling of the space of normals. We conclude by proposing a combination of ICP variants optimized for high speed. We demonstrate an implementation that is able to align two range images in a few tens of milliseconds, assuming a good initial guess. This capability has potential application to real-time 3D model acquisition and model-based tracking.","Szymon Rusinkiewicz,Szymon Rusinkiewicz,Marc Levoy,Marc Levoy",,2001
10.3390/rs5126481,,,Seasonal composite Landsat TM/ETM+ images using the medoid (a multi-dimensional median),"Multi-temporal satellite imagery can be composited over a season (or other time period) to produce imagery which is representative of that period, using techniques which will reduce contamination by cloud and other problems. For the purposes of vegetation monitoring, a commonly used technique is the Maximum NDVI Composite, used in conjunction with variety of other constraints. The current paper proposes an alternative based on the medoid (in reflectance space) over the time period (the medoid is a multi-dimensional analogue of the median), which is robust against extreme values, and appears to be better at producing imagery which is representative of the time period. For each pixel, the medoid is always selected from the available dates, so the result is always a single observation for that pixel, thus preserving relationships between bands. The method is applied to Landsat TM/ETM+ imagery to create seasonal reflectance images (four per year), with the aim being a regular time series of reflectance values which captures the variability at seasonal time scales. Analysis of the seasonal reflectance values suggests that resulting temporal image composites are more representative of the time series than the maximum NDVI seasonal composite.","Neil Flood,Neil Flood",Remote Sensing,2013
10.1658/1100-9233(2005)016[0665:eofsai]2.0.co;2,,,Effects of fire severity and initial tree composition on understorey vegetation dynamics in a boreal landscape inferred from chronosequence and paleoecological data,"Abstract Question and Location: How does soil burn severity and early post-fire tree composition affect long-term understorey vegetation dynamics in the coniferous forests of eastern Canada? Method: Vegetation dynamics were assessed using paleoecological methods and a chronosequence analysis of extant stands. The relation between environmental factors and succession was evaluated using ordination techniques on the chronosequence data. Understorey succession was studied by regression analysis on the chronosequence data and through within-site Markovian transition probabilities between successive 1-cm layers of plant macroremains from soil organic matter profiles. Results: Initial tree composition (Picea mariana and Pinus banksiana) had little effect on understorey composition. Soil burn severity (measured as the thickness of the residual forest floor humus) significantly affected temporal changes in understorey species. Following fires of high severity, stands underwent a gradual paludification with a net ...","Nicolas Lecomte,Nicolas Lecomte,M. Simard,Martin Simard,Yves Bergeron,Yves Bergeron,Alayn C. Larouche,Alayn C. Larouche,Hans Asnong,Hans Asnong,Pierre J. H. Richard,Pierre J. H. Richard",Journal of Vegetation Science,2005
10.1890/04-1762,,,FIRE INCREASES INVASIVE SPREAD OF MOLINIA CAERULEA MAINLY THROUGH CHANGES IN DEMOGRAPHIC PARAMETERS,"We investigated the effects of fire on population growth rate and invasive spread of the perennial tussock grass Molinia caerulea. During the last decades, this species has invaded heathland communities in Western Europe, replacing typical heathland species such as Calluna vulgaris and Erica tetralix. M. caerulea is considered a major threat to heathland conservation. In 1996, a large and unintended fire destroyed almost one-third of the Kalmthoutse Heide, a large heathland area in northern Belgium. To study the impact of this fire on the population dynamics and invasive spread of M. caerulea, permanent monitoring plots were established both in burned and unburned heathland. The fate of each M. caerulea individual in these plots was monitored over four years (1997-2000). Patterns of seed dispersal were inferred from a seed germination experiment using soil cores sampled one month after seed rain at different distances from seed-producing plants. Based on these measures, we calculated projected rates of spread for M. caerulea in burned and unburned heathland. Elasticity and sensitivity analyses were used to determine vital rates that con- tributed most to population growth rate, and invasion speed. Invasion speed was, on average, three times larger in burned compared to unburned plots. Dispersal distances on the other hand, were not significantly different between burned and unburned plots indicating that differences in invasive spread were mainly due to differences in demography. Elasticities for fecundity and growth of seedlings and juveniles were higher for burned than for unburned plots, whereas elasticities for survival were higher in unburned plots. Finally, a life table response experiment (LTRE) analysis revealed that the effect of fire was mainly contributed by increases in sexual reproduction (seed production and germination) and growth of seed- lings and juveniles. Our results clearly showed increased invasive spread of M. caerulea after fire, and call for active management guidelines to prevent further encroachment of the species and to reduce the probability of large, accidental fires in the future. Mowing of resprouted plants before flowering is the obvious management tactic to halt massive invasive spread of the species after fire.","Hans Jacquemyn,Hans Jacquemyn,Rein Brys,Rein Brys,Michael G. Neubert,Michael G. Neubert",Ecological Applications,2005
